ticker,quarter,gold_revenue,gold_oz_sold,realised_price,w_gold,L0a,aisc_margin,L1,L2,published_aisc,aisc_comparable,aisc_basis_note,gold_cost_total,total_revenue,aisc_ratio,is_outlier,recon_residual_pct,flags
NEM,2022Q4,2830.0,1610000,1757.7639751552797,0.884375,29.29328621908127,31.10565371024735,8.510712784558141,10.998256860646416,1215.0,1211.0,by-product column substituted for the published headline,2589.1468281970047,3200.0,0.6889434628975265,False,0.043,ONLY_CONSOLIDATED;derived_q4;derived_from_cumulative;NOT_DISCLOSED:royalties;NOT_DISCLOSED:cash_tax_paid;CASH_TAX_ALLOCATED_FROM_FY
NEM,2023Q1,2303.0,1208000,1906.456953642384,0.8596491228070176,29.35301780286583,28.978202344767706,10.343133795530944,8.403137793132961,1376.0,1354.0,by-product column substituted for the published headline,2064.7976286889225,2679.0,0.710217976552323,False,0.048,ONLY_CONSOLIDATED;NOT_DISCLOSED:royalties;NOT_DISCLOSED:cash_tax_paid;CASH_TAX_ALLOCATED_FROM_FY
NEM,2023Q2,2380.0,1211000,1965.3179190751443,0.8870667163622811,29.873949579831933,22.09911764705882,6.74732281027348,6.735485193331693,1472.0,1531.0,by-product column substituted for the published headline,2219.413717115491,2683.0,0.7790088235294118,False,-0.033,ONLY_CONSOLIDATED;derived_from_cumulative;NOT_DISCLOSED:royalties;NOT_DISCLOSED:cash_tax_paid;CASH_TAX_ALLOCATED_FROM_FY
NEM,2023Q3,2400.0,1250000,1920.0,0.9626955475330926,29.375,23.593750000000004,3.882024397852357,7.370798447053731,1426.0,1467.0,by-product column substituted for the published headline,2306.8314144515434,2493.0,0.7640625,False,-0.028,ONLY_CONSOLIDATED;derived_from_cumulative;NOT_DISCLOSED:royalties;NOT_DISCLOSED:cash_tax_paid;CASH_TAX_ALLOCATED_FROM_FY
NEM,2023Q4,3510.0,1751000,2004.568817818389,0.8870356330553449,30.826210826210826,23.175498575498565,7.276764713367065,7.062311429255962,1485.0,1540.0,by-product column substituted for the published headline,3254.585558560816,3957.0,0.7682450142450143,False,-0.009,ONLY_CONSOLIDATED;derived_q4;derived_from_cumulative;NOT_DISCLOSED:royalties;NOT_DISCLOSED:cash_tax_paid;CASH_TAX_ALLOCATED_FROM_FY
NEM,2024Q1,3341.0,1599000,2089.430894308943,0.8304747700720855,34.39090092786591,34.28832684824903,16.853578306063095,8.689922556888998,1439.0,1373.0,by-product column substituted for the published headline,2777.921948794432,4023.0,0.6571167315175097,False,0.045,ONLY_CONSOLIDATED;NOT_DISCLOSED:royalties
NEM,2024Q2,3623.0,1543000,2348.0233311730394,0.8230349840981372,38.586806513938726,39.86431134418989,19.42112729980087,11.858373679270848,1562.0,1412.0,by-product column substituted for the published headline,2919.3725579282145,4402.0,0.601356886558101,False,-0.007,ONLY_CONSOLIDATED;derived_from_cumulative;NOT_DISCLOSED:royalties
NEM,2024Q3,3945.0,1568000,2515.9438775510203,0.8566775244299675,40.050697084917616,38.710874524714825,18.90266407401444,15.613533598311369,1611.0,1542.0,by-product column substituted for the published headline,3199.2899022801303,4605.0,0.6128912547528518,False,-0.002,ONLY_CONSOLIDATED;derived_from_cumulative;NOT_DISCLOSED:royalties
NEM,2024Q4,4837.0,1829000,2644.6145434663754,0.8558032554847842,48.31507132520157,50.12505685342155,28.04621020351937,20.805894970849444,1463.0,1319.0,by-product column substituted for the published headline,3480.404812455768,5652.0,0.4987494314657845,False,-0.031,ONLY_CONSOLIDATED;derived_q4;derived_from_cumulative;NOT_DISCLOSED:royalties
NEM,2025Q1,4245.0,1442000,2943.8280166435507,0.8473053892215568,47.82096584216725,50.84631330977621,25.572953033861605,22.98573865279907,1651.0,1447.0,by-product column substituted for the published headline,3159.428143712574,5010.0,0.4915368669022379,False,0.011,ONLY_CONSOLIDATED;NOT_DISCLOSED:royalties
NEM,2025Q2,4582.0,1380000,3320.289855072464,0.8617641527176979,52.96813618507203,58.58795285901353,32.781491911296115,26.32582980567288,1593.0,1375.0,by-product column substituted for the published headline,3079.952040624412,5317.0,0.4141204714098647,False,0.03,ONLY_CONSOLIDATED;derived_from_cumulative;NOT_DISCLOSED:royalties
NEM,2025Q3,4669.0,1319000,3539.8028809704324,0.8452208544532948,56.22188905547226,63.19004069393874,37.57746527584454,30.994530106130405,1566.0,1303.0,by-product column substituted for the published headline,2914.5081462708185,5524.0,0.3680995930606125,False,0.022,ONLY_CONSOLIDATED;derived_from_cumulative;NOT_DISCLOSED:royalties
NEM,2025Q4,5808.0,1378000,4214.804063860667,0.8518627163391024,63.412534435261705,69.10888429752066,45.46376792270016,35.3489195359256,1620.0,1302.0,by-product column substituted for the published headline,3167.4643590495743,6818.0,0.3089111570247934,False,0.208,ONLY_CONSOLIDATED;derived_q4;derived_from_cumulative;NOT_DISCLOSED:royalties
NEM,2026Q1,6036.0,1232000,4899.350649350649,0.8260572054194608,65.22531477799868,78.9972166998012,44.06709235939683,39.97245436730941,1709.0,1029.0,by-product column substituted for the published headline,3376.110305186807,7307.0,0.210027833001988,False,-0.023,ONLY_CONSOLIDATED;NOT_DISCLOSED:royalties
NEM,2026Q2,5276.0,1195000,4415.062761506277,0.8623733246158876,57.67626990144048,63.28478013646702,33.53834655862057,40.16166802914053,1938.0,1621.0,by-product column substituted for the published headline,3506.5168355671785,6118.0,0.3671521986353298,False,0.004,ONLY_CONSOLIDATED;derived_from_cumulative;NOT_DISCLOSED:royalties
