ticker,quarter,realised_price,ref_price,ref_dev_pct,gate5_testable,gate5_pass,is_outlier,in_headline_aggregate
AEM,2019Q1,1263.8463309205308,,,False,True,False,True
AEM,2019Q2,1278.3955994723349,,,False,True,True,True
AEM,2019Q3,1435.5284074870374,,,False,True,False,True
AEM,2019Q4,1444.257915117625,,,False,True,False,True
AEM,2020Q1,1560.3298262522424,,,False,True,False,True
AEM,2020Q2,1705.5908626283276,,,False,True,True,True
AEM,2020Q3,1888.4037664488187,,,False,True,False,True
AEM,2020Q4,1853.816761066948,,,False,True,True,True
AEM,2021Q1,1794.625218688996,,,False,True,False,True
AEM,2021Q2,1827.8424435018767,,,False,True,False,True
AEM,2021Q3,1797.974268751511,,,False,True,False,True
AEM,2021Q4,1809.4520320599809,,,False,True,False,True
AEM,2022Q1,1877.8015418762864,,,False,True,False,True
AEM,2022Q2,1864.9313886169296,,,False,True,False,True
AEM,2022Q3,1725.0911175723822,,,False,True,False,True
AEM,2022Q4,1728.051139431767,,,False,True,False,True
AEM,2023Q1,1888.307908750848,,,False,True,False,True
AEM,2023Q2,1973.5750679980624,,,False,True,False,True
AEM,2023Q3,1925.33480726417,,,False,True,False,True
AEM,2023Q4,1982.4131145891572,,,False,True,False,True
AEM,2024Q1,2058.4565611338435,,,False,True,False,True
AEM,2024Q2,2338.2610983379664,,,False,True,False,True
AEM,2024Q3,2485.9545343551054,,,False,True,False,True
AEM,2024Q4,2653.574606438098,,,False,True,False,True
AEM,2025Q1,2888.1139786349377,,,False,True,False,True
AEM,2025Q2,3283.422390430249,,,False,True,False,True
AEM,2025Q3,3470.860490258047,,,False,True,False,True
AEM,2025Q4,4140.857106233889,,,False,True,False,True
AEM,2026Q1,4858.22110742951,,,False,True,False,True
AEM,2026Q2,4478.097677452559,,,False,True,False,True
AU,2005Q1,413.3934320669672,427.0,-3.1865498672207977,True,True,False,True
AU,2005Q2,438.18065342729017,427.0,2.61842000639114,True,True,False,True
AU,2005Q3,418.086500655308,440.0,-4.980340760157276,True,True,False,True
AU,2005Q4,445.41192230408575,485.0,-8.162490246580258,True,False,True,True
AU,2006Q1,508.8495575221239,554.0,-8.14989936423756,True,False,False,True
AU,2006Q2,542.5219941348973,628.0,-13.611147430748833,True,False,False,True
AU,2006Q3,549.7118155619597,622.0,-11.621894604186538,True,False,False,True
AU,2006Q4,522.0338983050847,614.0,-14.978192458455265,True,False,False,True
AU,2007Q1,586.0778443113772,650.0,-9.834177798249655,True,False,False,True
AU,2007Q2,565.4169854628921,667.0,-15.229837261935225,True,False,False,True
AU,2007Q3,613.1883072739633,681.0,-9.957664130108173,True,False,False,True
AU,2007Q4,629.8749080206034,787.0,-19.96506886650529,True,False,False,True
AU,2008Q1,736.7979882648784,925.0,-20.346163430823953,True,False,False,True
AU,2008Q2,801.4469453376206,896.0,-10.552796279283415,True,False,False,True
AU,2008Q3,673.0038022813688,871.0,-22.732054847144795,True,False,False,True
AU,2008Q4,679.8732171156894,795.0,-14.481356337649135,True,False,False,True
AU,2009Q1,627.8625954198473,909.0,-30.928207324549255,True,False,False,True
AU,2009Q2,697.6534296028881,922.0,-24.332599826150965,True,False,False,True
AU,2009Q3,890.7766990291261,960.0,-7.210760517799362,True,True,False,True
AU,2009Q4,1029.142381348876,1100.0,-6.441601695556735,True,True,False,True
AU,2010Q1,1032.0452403393026,1109.0,-6.939112683561532,True,True,False,True
AU,2010Q2,1150.72202166065,1197.0,-3.8661636039557274,True,True,False,True
AU,2010Q3,1197.301854974705,1227.0,-2.420386717627949,True,True,False,True
AU,2010Q4,1337.0883882149046,1367.0,-2.1881208328526243,True,True,False,True
AU,2011Q1,1349.146110056926,1386.0,-2.659010818403601,True,True,False,True
AU,2011Q2,1461.9666048237475,1509.0,-3.1168585272533136,True,True,False,True
AU,2011Q3,1660.1851851851852,1702.0,-2.4568046307176723,True,True,False,True
AU,2011Q4,1626.1425959780622,1688.0,-3.664538152958399,True,True,False,True
AU,2012Q1,1657.9203109815355,1691.0,-1.9562205214940553,True,True,False,True
AU,2012Q2,1571.8446601941746,1611.0,-2.430499056848256,True,True,False,True
AU,2012Q3,1583.0903790087464,1652.0,-4.171284563635208,True,True,False,True
AU,2012Q4,1616.184971098266,1721.0,-6.090356124447064,True,True,True,True
AU,2013Q1,1578.2092772384033,,,False,True,False,True
AU,2013Q2,1361.842105263158,,,False,True,False,True
AU,2013Q3,1293.785310734463,,,False,True,False,True
AU,2013Q4,1190.5961376994123,,,False,True,False,True
AU,2014Q1,1206.9279854147676,,,False,True,False,True
AU,2014Q2,1215.2713891444344,,,False,True,False,True
AU,2014Q3,1178.343949044586,,,False,True,False,True
AU,2014Q4,1091.3748932536296,,,False,True,False,True
AU,2015Q1,1091.4572864321608,,,False,True,False,True
AU,2015Q2,1070.7497360084478,,,False,True,False,True
AU,2015Q3,1018.2992465016146,,,False,True,False,True
AU,2015Q4,1012.858555885262,,,False,True,False,True
AU,2016H1,1126.4367816091954,,,False,True,False,True
AU,2016H2,1163.1089217296114,,,False,True,False,True
AU,2017H1,1139.0134529147983,,,False,True,False,True
AU,2017H2,1175.5184623166413,,,False,True,False,True
AU,2018H1,1164.1429436705027,,,False,True,False,True
AU,2018H2,1069.2788188529244,,,False,True,False,True
AU,2019H1,1134.432466708941,,,False,True,False,True
AU,2019H2,1120.047309284447,,,False,True,False,True
AU,2020H1,1265.3465346534654,,,False,True,False,True
AU,2020H2,1936.392914653784,,,False,True,False,True
AU,2021Q1,1831.4176245210729,,,False,True,False,True
AU,2021Q2,1861.598440545809,,,False,True,False,True
AU,2021H2,1842.7382053654023,,,False,True,False,True
AU,2022H1,1929.8245614035088,,,False,True,True,True
AU,2022H2,1764.9769585253457,,,False,True,False,True
AU,2023Q1,1896.421845574388,,,False,True,False,True
AU,2023Q2,1936.9676320272567,,,False,True,False,True
AU,2023Q3,1904.109589041096,,,False,True,False,True
AU,2023Q4,1969.4041867954911,,,False,True,False,True
AU,2024Q1,2061.594202898551,,,False,True,False,True
AU,2024Q2,2328.743545611016,,,False,True,False,True
AU,2024Q3,2484.7457627118647,,,False,True,False,True
AU,2024Q4,2652.241112828439,,,False,True,False,True
AU,2025Q1,2876.1194029850744,,,False,True,False,True
AU,2025Q2,3288.251366120219,,,False,True,False,True
AU,2025Q3,3489.705882352941,,,False,True,False,True
AU,2025Q4,4169.655172413793,,,False,True,False,True
AU,2026Q1,4852.307692307692,,,False,True,False,True
AU,2026Q2,4448.680351906159,,,False,True,True,True
GFI,2005Q1,427.9294849637055,427.0,0.2176779774485894,True,True,False,True
GFI,2005Q2,427.356361742753,427.0,0.08345708261194258,True,True,False,True
GFI,2005Q3,437.3172342231865,440.0,-0.6097194947303369,True,True,False,True
GFI,2005Q4,482.6307219106206,485.0,-0.48851094626379515,True,True,False,True
GFI,2006Q1,549.202006383949,554.0,-0.8660638296120994,True,True,False,True
GFI,2006Q2,626.8478560279129,628.0,-0.18346241593742998,True,True,False,True
GFI,2006Q3,622.257492297638,622.0,0.04139747550450312,True,True,False,True
GFI,2006Q4,608.77615256434,614.0,-0.8507894846351777,True,True,False,True
GFI,2007Q1,652.1043216269654,650.0,0.32374178876391224,True,True,False,True
GFI,2007Q2,667.9992562290814,667.0,0.14981352759841454,True,True,False,True
GFI,2007Q3,684.9705491164734,681.0,0.5830468599814128,True,True,False,True
GFI,2007Q4,782.1076276980174,787.0,-0.6216483229965207,True,True,False,True
GFI,2008Q1,922.2733909918004,925.0,-0.29476854142698405,True,True,False,True
GFI,2008Q2,901.2824657829508,896.0,0.5895609132757583,True,True,False,True
GFI,2008Q3,874.4235544519333,871.0,0.3930602126215088,True,True,False,True
GFI,2008Q4,803.8860990641407,795.0,1.1177483099548045,True,True,False,True
GFI,2009Q1,917.377549907276,909.0,0.9216226520655704,True,True,False,True
GFI,2009Q2,919.5864781545656,922.0,-0.2617702652314955,True,True,False,True
GFI,2009Q3,966.454652532391,960.0,0.672359638790733,True,True,False,True
GFI,2009Q4,1099.6377678668553,1100.0,-0.03293019392224944,True,True,False,True
GFI,2010Q1,1111.4363546310055,1109.0,0.2196893265108695,True,True,False,True
GFI,2010Q2,1192.26081328875,1197.0,-0.3959220310150471,True,True,True,True
GFI,2010Q3,1229.7990857871798,1227.0,0.22812435103340017,True,True,False,True
GFI,2010Q4,1369.5117990907124,1367.0,0.1837453614273906,True,True,False,False
GFI,2011Q1,1395.539442137887,1386.0,0.688271438519979,True,True,False,True
GFI,2011Q2,1499.3028217076685,1509.0,-0.6426228159265408,True,True,False,True
GFI,2011Q3,1708.9254210104252,1702.0,0.40689900178761607,True,True,False,True
GFI,2011Q4,1699.085549132948,1688.0,0.6567268443689583,True,True,False,True
GFI,2012Q1,1683.5310006138736,1691.0,-0.44169127061658014,True,True,False,True
GFI,2012Q2,1603.572366066102,1611.0,-0.46105735157653943,True,True,False,True
GFI,2012Q3,1662.843880472761,1652.0,0.6564092295860127,True,True,False,False
GFI,2012Q4,1697.8560131535608,1721.0,-1.344798770856435,True,True,False,False
GFI,2013Q1,1636.0224002219215,,,False,True,False,True
GFI,2013Q2,1380.071126742686,,,False,True,False,True
GFI,2013Q3,1322.4918530705222,,,False,True,False,True
GFI,2013Q4,1274.598660291069,,,False,True,False,True
GFI,2014Q1,1298.2088414634145,,,False,True,False,True
GFI,2014Q2,1284.2382115348487,,,False,True,False,True
GFI,2014Q3,1273.1819930742593,,,False,True,False,True
GFI,2014Q4,1207.8971533516988,,,False,True,False,True
GFI,2015Q1,1215.1162790697676,,,False,True,True,True
GFI,2015Q2,1191.1736365388324,,,False,True,False,True
GFI,2015Q3,1120.893318567737,,,False,True,False,True
GFI,2015Q4,1103.7023723939612,,,False,True,False,True
GFI,2016H1,1225.2553024351926,,,False,True,False,True
GFI,2016H2,1268.175074183976,,,False,True,False,True
GFI,2017H1,1239.2650093347745,,,False,True,False,True
GFI,2017H2,1277.156698341718,,,False,True,False,True
GFI,2018H1,1318.1770779017625,,,False,True,False,True
GFI,2018H2,1213.466440101954,,,False,True,False,True
GFI,2019H1,1308.9397932292725,,,False,True,False,True
GFI,2019H2,1486.6863905325442,,,False,True,False,True
GFI,2020H1,1647.0931931054631,,,False,True,False,True
GFI,2020H2,1884.760069731168,,,False,True,False,False
GFI,2021H1,1798.69506812512,,,False,True,False,False
GFI,2021H2,1793.955570862752,,,False,True,False,False
GFI,2022H1,1869.3286529179463,,,False,True,False,False
GFI,2022H2,1722.2810734463278,,,False,True,False,False
GFI,2023H1,1936.312043960004,,,False,True,False,False
GFI,2023H2,1960.6674612634088,,,False,True,False,False
GFI,2024H1,2210.772578890098,,,False,True,False,False
GFI,2024H2,2589.323098394976,,,False,True,False,False
GFI,2025H1,3088.416597663079,,,False,True,False,False
GFI,2025H2,3817.72132758751,,,False,True,False,False
GOLD,2005Q1,,427.0,,False,True,True,True
GOLD,2005Q2,,427.0,,False,True,False,True
GOLD,2005Q3,,440.0,,False,True,False,True
GOLD,2005Q4,,485.0,,False,True,False,True
GOLD,2006Q1,,554.0,,False,True,False,True
GOLD,2006Q2,,628.0,,False,True,False,True
GOLD,2006Q3,,622.0,,False,True,False,True
GOLD,2006Q4,,614.0,,False,True,False,True
GOLD,2007Q1,,650.0,,False,True,False,True
GOLD,2007Q2,,667.0,,False,True,True,True
GOLD,2007Q3,,681.0,,False,True,False,True
GOLD,2007Q4,,787.0,,False,True,False,True
GOLD,2008Q1,924.812030075188,925.0,-0.020321072952651162,True,True,False,True
GOLD,2008Q2,898.1779206859592,896.0,0.2430715051293727,True,True,False,True
GOLD,2008Q3,873.4107241569928,871.0,0.27677659666967186,True,True,False,True
GOLD,2008Q4,807.7625570776255,795.0,1.6053530915252203,True,True,False,True
GOLD,2009Q1,911.318553092182,909.0,0.2550663467746991,True,True,False,True
GOLD,2009Q2,932.518597236982,922.0,1.1408456873082464,True,True,False,True
GOLD,2009Q3,971.3375796178344,960.0,1.1809978768577523,True,True,False,True
GOLD,2009Q4,1120.6801974766868,1100.0,1.88001795242607,True,True,False,True
GOLD,2010Q1,1114.327062228654,1109.0,0.4803482622771944,True,True,False,True
GOLD,2010Q2,1205.0209205020922,1197.0,0.67008525497846,True,True,False,True
GOLD,2010Q3,1237.139917695473,1227.0,0.8263991601852533,True,True,False,True
GOLD,2010Q4,1369.3150684931506,1367.0,0.1693539497549852,True,True,False,True
GOLD,2011Q1,1389.3662728249194,1386.0,0.24287682719476233,True,True,False,True
GOLD,2011Q2,1513.3159268929503,1509.0,0.2860123852187078,True,True,False,True
GOLD,2011Q3,1742.6624737945492,1702.0,2.3890995178936083,True,True,False,True
GOLD,2011Q4,1663.8069705093835,1688.0,-1.4332363442308342,True,True,False,True
GOLD,2012Q1,1691.5311273135164,1691.0,0.03140906644094829,True,True,False,True
GOLD,2012Q2,1607.6923076923076,1611.0,-0.2053191997326119,True,True,False,True
GOLD,2012Q3,1654.575892857143,1652.0,0.15592571774472697,True,True,False,True
GOLD,2012Q4,1713.862851504687,1721.0,-0.4147093838066887,True,True,False,True
GOLD,2013Q1,1629.0784201488266,,,False,True,False,True
GOLD,2013Q2,1411.0192837465563,,,False,True,False,True
GOLD,2013Q3,1323.0510375771173,,,False,True,False,True
GOLD,2013Q4,1272.279934390377,,,False,True,True,True
GOLD,2014Q1,1284.919653893696,,,False,True,False,True
GOLD,2014Q2,1288.258575197889,,,False,True,False,True
GOLD,2014Q3,1285.171102661597,,,False,True,False,True
GOLD,2014Q4,1204.1984732824428,,,False,True,False,True
GOLD,2015Q1,1219.494584837545,,,False,True,False,True
GOLD,2015Q2,1189.631650750341,,,False,True,False,True
GOLD,2015Q3,1124.06015037594,,,False,True,False,True
GOLD,2015Q4,1105.1344743276284,,,False,True,False,True
GOLD,2016Q1,1179.938744257274,,,False,True,False,True
GOLD,2016Q2,1259.2879256965944,,,False,True,False,True
GOLD,2016Q3,1333.3333333333333,,,False,True,True,False
GOLD,2016Q4,1216.589861751152,,,False,True,False,True
GOLD,2017Q1,1219.9233716475096,,,False,True,False,True
GOLD,2017Q2,1257.510729613734,,,False,True,False,True
GOLD,2017Q3,1273.838630806846,,,False,True,False,True
GOLD,2017Q4,1282.069970845481,,,False,True,False,True
GOLD,2018Q1,1332.3996265172736,,,False,True,False,True
GOLD,2018Q2,1313.404050144648,,,False,True,False,True
GOLD,2018Q3,1215.1162790697676,,,False,True,False,True
GOLD,2018Q4,1221.5909090909092,,,False,True,False,True
GOLD,2019Q1,1307.6923076923076,,,False,True,False,True
GOLD,2019Q2,1317.055393586006,,,False,True,False,True
GOLD,2019Q3,1475.7207890743553,,,False,True,False,True
GOLD,2019Q4,1481.9532908704884,,,False,True,False,True
GOLD,2020Q1,1589.344262295082,,,False,True,False,True
GOLD,2020Q2,1724.673202614379,,,False,True,False,True
GOLD,2020Q3,1924.7397918334668,,,False,True,False,True
GOLD,2020Q4,1872.681281618887,,,False,True,False,True
GOLD,2021Q1,1774.931381518756,,,False,True,False,True
GOLD,2021Q2,1822.429906542056,,,False,True,False,True
GOLD,2021Q3,1770.3081232492998,,,False,True,False,True
GOLD,2021Q4,1793.354943273906,,,False,True,False,True
GOLD,2022Q1,1876.1329305135955,,,False,True,False,True
GOLD,2022Q2,1860.576923076923,,,False,True,False,True
GOLD,2022Q3,1723.1695085255767,,,False,True,False,True
GOLD,2022Q4,1726.3726372637263,,,False,True,False,True
GOLD,2023Q1,1901.46750524109,,,False,True,False,True
GOLD,2023Q2,1972.027972027972,,,False,True,False,True
GOLD,2023Q3,1928.919182083739,,,False,True,False,True
GOLD,2023Q4,1985.604606525912,,,False,True,False,True
GOLD,2024Q1,2075.824175824176,,,False,True,False,True
GOLD,2024Q2,2343.0962343096235,,,False,True,False,True
GOLD,2024Q3,2495.3464322647364,,,False,True,False,True
GOLD,2024Q4,2654.922279792746,,,False,True,False,True
GOLD,2025Q1,2896.138482023968,,,False,True,False,True
GOLD,2025Q2,3296.103896103896,,,False,True,True,True
GOLD,2025Q3,3457.586618876941,,,False,True,False,True
GOLD,2025Q4,4177.083333333333,,,False,True,False,True
GOLD,2026Q1,4822.192513368984,,,False,True,False,True
GOLD,2026Q2,4415.730337078652,,,False,True,True,True
KGC,2005FY,444.559557205223,,,False,True,False,True
KGC,2006Q1,531.5029128829123,554.0,-4.060846050015838,True,True,False,True
KGC,2006Q2,625.0048585576692,628.0,-0.4769333506896186,True,True,False,True
KGC,2006Q3,,622.0,,False,True,False,False
KGC,2006Q4,,614.0,,False,True,False,False
KGC,2007Q1,,650.0,,False,True,False,False
KGC,2007Q2,,667.0,,False,True,False,False
KGC,2007Q3,,681.0,,False,True,False,False
KGC,2007Q4,,787.0,,False,True,False,False
KGC,2008Q1,,925.0,,False,True,False,False
KGC,2008Q2,,896.0,,False,True,False,False
KGC,2008Q3,,871.0,,False,True,False,False
KGC,2008Q4,806.649090665356,795.0,1.4652944233152163,True,True,False,True
KGC,2009Q1,,909.0,,False,True,False,False
KGC,2009Q2,,922.0,,False,True,False,False
KGC,2009Q3,,960.0,,False,True,False,False
KGC,2009Q4,1108.8883024457516,1100.0,0.8080274950683278,True,True,False,False
KGC,2010Q1,,1109.0,,False,True,False,False
KGC,2010Q2,,1197.0,,False,True,False,False
KGC,2010Q3,,1227.0,,False,True,False,False
KGC,2010Q4,1346.128487375434,1367.0,-1.5268114575395826,True,True,False,False
KGC,2011Q1,1346.5849389799162,1386.0,-2.8437994963985456,True,True,False,True
KGC,2011Q2,1454.3232508402075,1509.0,-3.6233763525376084,True,True,False,True
KGC,2011Q3,1647.0588235294117,1702.0,-3.228036220363589,True,True,False,True
KGC,2011Q4,1602.625020171774,1688.0,-5.057759468496805,True,True,True,True
KGC,2012Q1,1643.4774488747782,1691.0,-2.8103223610420907,True,True,True,True
KGC,2012Q2,1569.1995688772342,1611.0,-2.594688461996633,True,True,False,True
KGC,2012Q3,1649.1369989058394,1652.0,-0.1733051509782451,True,True,False,True
KGC,2012Q4,1707.2598913477198,1721.0,-0.7983793522533551,True,True,False,True
KGC,2013Q1,1623.313665198482,,,False,True,False,True
KGC,2013Q2,1393.6141570393577,,,False,True,False,True
KGC,2013Q3,1331.2587273089969,,,False,True,False,True
KGC,2013Q4,1267.6989928375467,,,False,True,False,True
KGC,2014Q1,1299.4994739067586,,,False,True,False,True
KGC,2014Q2,1285.2772055426583,,,False,True,False,True
KGC,2014Q3,1267.7620533489649,,,False,True,False,True
KGC,2014Q4,1201.2386021667755,,,False,True,False,True
KGC,2015Q1,1217.8849249141626,,,False,True,False,True
KGC,2015Q2,1193.6139219230338,,,False,True,False,True
KGC,2015Q3,1121.692367961822,,,False,True,False,True
KGC,2015Q4,1107.597235607774,,,False,True,False,True
KGC,2016Q1,1178.5510200929746,,,False,True,False,True
KGC,2016Q2,1266.04218746031,,,False,True,False,True
KGC,2016Q3,1335.6633678123685,,,False,True,False,True
KGC,2016Q4,1217.2675390716763,,,False,True,False,True
KGC,2017Q1,1219.9316510099304,,,False,True,False,True
KGC,2017Q2,1260.0781686208825,,,False,True,False,True
KGC,2017Q3,1283.1858407079646,,,False,True,False,True
KGC,2017Q4,1276.581319101744,,,False,True,False,True
KGC,2018Q1,1329.8854261867436,,,False,True,False,True
KGC,2018Q2,1306.162127503348,,,False,True,False,True
KGC,2018Q3,1208.9153824738385,,,False,True,False,True
KGC,2018Q4,1226.5402120087397,,,False,True,False,True
KGC,2019Q1,1303.9460857033866,,,False,True,False,True
KGC,2019Q2,1306.8851854559557,,,False,True,False,True
KGC,2019Q3,1467.4861704446569,,,False,True,False,True
KGC,2019Q4,1484.8313777524845,,,False,True,False,True
KGC,2020Q1,1581.4142613015074,,,False,True,False,True
KGC,2020Q2,1711.395469479509,,,False,True,False,True
KGC,2020Q3,1908.027039468902,,,False,True,False,True
KGC,2020Q4,1875.1757776402808,,,False,True,False,True
KGC,2021Q1,1787.2231134867134,,,False,True,False,True
KGC,2021Q2,1813.9267087897647,,,False,True,False,True
KGC,2021Q3,1790.3303221862775,,,False,True,False,True
KGC,2021Q4,1796.3506315246,,,False,True,False,True
KGC,2022Q1,1875.442147461091,,,False,True,False,True
KGC,2022Q2,1871.748916113397,,,False,True,False,True
KGC,2022Q3,1732.4112110654671,,,False,True,False,True
KGC,2022Q4,1730.4562344535318,,,False,True,False,True
KGC,2023Q1,1893.8868866093703,,,False,True,False,True
KGC,2023Q2,1975.5818839711667,,,False,True,False,True
KGC,2023Q3,1929.441252188997,,,False,True,False,True
KGC,2023Q4,1973.588525202836,,,False,True,False,True
KGC,2024Q1,2069.88030277758,,,False,True,False,True
KGC,2024Q2,2341.61252133148,,,False,True,False,True
KGC,2024Q3,2476.8834744497863,,,False,True,False,True
KGC,2024Q4,2663.1494920452,,,False,True,False,True
KGC,2025Q1,2857.043241107332,,,False,True,False,True
KGC,2025Q2,3284.4234882776173,,,False,True,False,True
KGC,2025Q3,3459.5866792815755,,,False,True,False,True
KGC,2025Q4,4143.553626078811,,,False,True,False,True
KGC,2026Q1,4872.8216352451545,,,False,True,False,True
KGC,2026Q2,4483.183181331409,,,False,True,False,True
NEM,2005Q1,423.2698094282849,427.0,-0.8735809301440578,True,True,False,True
NEM,2005Q2,419.1139870582379,427.0,-1.8468414383517775,True,True,False,True
NEM,2005Q3,431.1460258780037,440.0,-2.0122668459082536,True,True,False,True
NEM,2005Q4,467.50524109014674,485.0,-3.607166785536755,True,True,False,True
NEM,2006Q1,549.7553017944535,554.0,-0.7661910118314902,True,True,False,True
NEM,2006Q2,592.5133689839572,628.0,-5.65073742293675,True,True,False,True
NEM,2006Q3,594.228504122497,622.0,-4.4648707198557815,True,True,False,True
NEM,2006Q4,607.9836233367452,614.0,-0.9798659060675644,True,True,False,True
NEM,2007Q1,649.8442367601247,650.0,-0.023963575365437115,True,True,False,True
NEM,2007Q2,664.3646408839779,667.0,-0.39510631424618786,True,True,False,True
NEM,2007Q3,680.9169764560099,681.0,-0.012191416151257881,True,True,False,True
NEM,2007Q4,791.6941331575479,787.0,0.5964591051522068,True,True,False,True
NEM,2008Q1,932.140653917335,925.0,0.7719625856578426,True,True,False,True
NEM,2008Q2,890.2925531914893,896.0,-0.6369918313069941,True,True,False,True
NEM,2008Q3,863.3952254641911,871.0,-0.8731084426875924,True,True,False,True
NEM,2008Q4,808.3645443196004,795.0,1.6810747571824454,True,True,False,True
NEM,2009Q1,906.7796610169491,909.0,-0.24426171430702434,True,True,False,True
NEM,2009Q2,914.1145139813582,922.0,-0.8552587872713464,True,True,False,True
NEM,2009Q3,963.8483965014576,960.0,0.4008746355685015,True,True,False,True
NEM,2009Q4,1104.3185642176109,1100.0,0.3925967470555324,True,True,False,True
NEM,2010Q1,1106.261859582543,1109.0,-0.2469017508978439,True,True,False,True
NEM,2010Q2,1199.8706338939198,1197.0,0.23981903875687804,True,True,False,True
NEM,2010Q3,1209.3581283743251,1227.0,-1.4378053484657594,True,True,False,True
NEM,2010Q4,1379.4940079893474,1367.0,0.9139727863458257,True,True,False,True
NEM,2011Q1,1382.2733423545333,1386.0,-0.26887861799904256,True,True,False,True
NEM,2011Q2,1501.078360891445,1509.0,-0.5249595168028448,True,True,False,True
NEM,2011Q3,1694.7873799725653,1702.0,-0.4237732096025086,True,True,False,True
NEM,2011Q4,1670.4621567314132,1688.0,-1.038971757617702,True,True,False,True
NEM,2012Q1,1683.848797250859,1691.0,-0.42289785624725135,True,True,False,True
NEM,2012Q2,1598.6290936785986,1611.0,-0.7679023166605484,True,True,False,True
NEM,2012Q3,1659.85401459854,1652.0,0.47542461250242496,True,True,False,True
NEM,2012Q4,1701.8072289156628,1721.0,-1.115210405830169,True,True,False,True
NEM,2013Q1,1630.9904153354632,,,False,True,False,True
NEM,2013Q2,1386.175807663411,,,False,True,False,True
NEM,2013Q3,1322.3443223443223,,,False,True,False,True
NEM,2013Q4,1267.3588578844906,,,False,True,False,True
NEM,2014Q1,1291.8622848200312,,,False,True,False,True
NEM,2014Q2,1283.6879432624112,,,False,True,False,True
NEM,2014Q3,1268.3504340962904,,,False,True,False,True
NEM,2014Q4,1195.6521739130435,,,False,True,True,True
