ticker,file,hint_y,hint_q,kind,year,quarter,agree,evidence
KGC,2009-Q1_0001188112-09-001501_ex99-1.htm,2009,1,,,,False,no period phrase in header window
KGC,2009-Q1_0001188112-09-001501_ex99-2.htm,2009,1,,,,False,no period phrase in header window
KGC,2009-Q1_0001188112-09-001501_t65848_6k.htm,2009,1,,,,False,no period phrase in header window
KGC,2009-Q2_0001047469-09-007637_a2193936z6-k.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001047469-09-007637_a2193936zex-99_1.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001047469-09-007637_a2193936zex-99_2.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001047469-09-007637_a2193936zex-99_3.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001188112-09-001588_ex99-1.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001188112-09-001588_t65917_6k.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001188112-09-001767_ex99-1.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001188112-09-001767_t66083_6k.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001188112-09-001786_ex99-1.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001188112-09-001786_ex99-2.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001188112-09-001786_t66098_6k.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001188112-09-001816_ex99-1.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001188112-09-001816_ex99-2.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q2_0001188112-09-001816_t66120_6k.htm,2009,2,,,,False,no period phrase in header window
KGC,2009-Q3_0001047469-09-009432_a2195136z6-k.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001047469-09-009432_a2195136zex-99_1.htm,2009,3,Q,2009.0,3.0,True,"september 30, 2009"
KGC,2009-Q3_0001047469-09-009432_a2195136zex-99_2.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001047469-09-009432_a2195136zex-99_3.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002232_ex99-1.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002232_t66522_6k.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002277_ex99-1.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002277_tt6561_6k.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002282_ex99-1.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002282_t66570_6k.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002322_ex99-1.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002322_t66597_6k.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002385_ex99-1.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002385_ex99-2.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002385_t66623_6k.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002388_ex99-1.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002388_t66628_6k.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002640_ex99-1.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q3_0001188112-09-002640_t66879_6k.htm,2009,3,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-000964_a2196497z6-k.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-000964_a2196497zex-99_1.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-000964_a2196497zex-99_2.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-000964_a2196497zex-99_3.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-003064_a2197567z40-f.htm,2009,4,FY,2009.0,4.0,True,"december 31, 2009"
KGC,2009-Q4_0001047469-10-003064_a2197567zex-99_1.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-003064_a2197567zex-99_10.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-003064_a2197567zex-99_2.htm,2009,4,,,,False,no period phrase in header window
KGC,2009-Q4_0001047469-10-003064_a2197567zex-99_3.htm,2009,4,,,,False,no period phrase in header window
