ticker,quarter,half,peer_n,implied_price,panel_price,price_dev_pct,gate1_testable,gate1_pass
AEM,2013Q1,2013H1,6,1610.7970762568189,1620.0613184241008,-0.5718451556076696,True,True
AEM,2013Q2,2013H1,6,1335.831569063031,1391.0573882601132,-3.970060449206672,True,False
AEM,2013Q3,2013H2,6,1332.832539510366,1317.9355757118137,1.1303256451292292,True,True
AEM,2013Q4,2013H2,6,1243.843428140916,1253.8786921642559,-0.8003377109805113,True,True
AEM,2014Q1,2014H1,6,1316.2016888464022,1273.0603487782075,3.388789864486684,True,False
AEM,2014Q2,2014H1,6,1299.0934500841004,1270.717667910162,2.233051675483949,True,True
AEM,2014Q3,2014H2,6,1256.8322001319675,1254.8127025495119,0.16094016089831206,True,True
AEM,2014Q4,2014H2,6,1209.5349730199468,1177.276306205734,2.7401100866609527,True,True
AEM,2015Q1,2015H1,6,1213.3367956374966,1188.0621837153233,2.127381232111458,True,True
AEM,2015Q2,2015H1,6,1207.2803050456682,1163.8640589746262,3.7303537072269473,True,False
AEM,2015Q3,2015H2,6,1129.5540905553266,1098.9180471244317,2.787836955727597,True,True
AEM,2015Q4,2015H2,6,1104.3176418977391,1082.1957720201171,2.0441652471370726,True,True
AEM,2016Q1,2016H1,4,1199.415690922738,1184.801258856894,1.2334922803799162,True,True
AEM,2016Q2,2016H1,4,1275.8884936457594,1261.6469989980094,1.128801848620133,True,True
AEM,2016Q3,2016H2,4,1340.2876473537272,1332.1964013170625,0.6073613491723379,True,True
AEM,2016Q4,2016H2,4,1203.4420294431966,1207.6437765087726,-0.3479293436780675,True,True
AEM,2017Q1,2017H1,4,1225.876764533495,1220.1965179396543,0.46551899717202055,True,True
AEM,2017Q2,2017H1,4,1262.965229962393,1254.9930528340874,0.6352367537256511,True,True
AEM,2017Q3,2017H2,4,1285.0169877521548,1276.1306440354165,0.6963506250925603,True,True
AEM,2017Q4,2017H2,4,1282.0098993755337,1276.1114821299986,0.46221802155480896,True,True
AEM,2018Q1,2018H1,4,1343.4470842332614,1328.8614152181883,1.0976064808592745,True,True
AEM,2018Q2,2018H1,4,1304.112602369168,1302.5605973307504,0.11915031374340193,True,True
AEM,2018Q3,2018H2,4,1214.3475411760105,1208.1575378293132,0.5123506788542491,True,True
AEM,2018Q4,2018H2,4,1245.6128427807903,1227.4022320394636,1.4836709813593698,True,True
AEM,2019Q1,2019H1,4,1263.8463309205308,1303.7741149317076,-3.0624771234446695,True,False
AEM,2019Q2,2019H1,4,1278.3955994723349,1315.1028564233095,-2.7912080619159707,True,True
AEM,2019Q3,2019H2,4,1435.5284074870374,1474.6154290606144,-2.650658660100748,True,True
AEM,2019Q4,2019H2,4,1444.257915117625,1480.4163458298779,-2.442450113044612,True,True
AEM,2020Q1,2020H1,4,1560.3298262522424,1588.1749565324135,-1.7532785141611593,True,True
AEM,2020Q2,2020H1,4,1705.5908626283276,1722.6637883099468,-0.9910770631783514,True,True
AEM,2020Q3,2020H2,4,1888.4037664488187,1916.56867827355,-1.4695487901900943,True,True
AEM,2020Q4,2020H2,4,1853.816761066948,1863.6226447006402,-0.5261732390715502,True,True
AEM,2021Q1,2021H1,5,1794.625218688996,1775.775401099483,1.0614978435810145,True,True
AEM,2021Q2,2021H1,5,1827.8424435018767,1826.3419200540116,0.0821600507215406,True,True
AEM,2021Q3,2021H2,4,1797.974268751511,1776.5915313251392,1.203582086785182,True,True
AEM,2021Q4,2021H2,4,1809.4520320599809,1796.7155347029516,0.7088766758581513,True,True
AEM,2022Q1,2022H1,4,1877.8015418762864,1883.58523530067,-0.3070576959295658,True,True
AEM,2022Q2,2022H1,4,1864.9313886169296,1850.2506354686568,0.7934467291537615,True,True
AEM,2022Q3,2022H2,4,1725.0911175723822,1708.3598400013943,0.9793766617092952,True,True
AEM,2022Q4,2022H2,4,1728.051139431767,1742.3784737655974,-0.8222860044216651,True,True
AEM,2023Q1,2023H1,5,1888.307908750848,1901.4193443678885,-0.6895604410398676,True,True
AEM,2023Q2,2023H1,5,1973.5750679980624,1963.9564368597028,0.48975786620499145,True,True
AEM,2023Q3,2023H2,5,1925.33480726417,1921.4736055073433,0.20095002844481563,True,True
AEM,2023Q4,2023H2,5,1982.4131145891572,1989.8043375915079,-0.37145476380341647,True,True
AEM,2024Q1,2024H1,5,2058.4565611338435,2078.884498811088,-0.9826393764986662,True,True
AEM,2024Q2,2024H1,5,2338.2610983379664,2342.681783214072,-0.18870189317989583,True,True
AEM,2024Q3,2024H2,5,2485.9545343551054,2499.549330817165,-0.5438899042498622,True,True
AEM,2024Q4,2024H2,5,2653.574606438098,2650.8122215608914,0.10420899883960084,True,True
AEM,2025Q1,2025H1,5,2888.1139786349377,2906.546624890361,-0.634176864653546,True,True
AEM,2025Q2,2025H1,5,3283.422390430249,3302.44302992511,-0.5759566273363466,True,True
AEM,2025Q3,2025H2,5,3470.860490258047,3496.811412716829,-0.7421310272669204,True,True
AEM,2025Q4,2025H2,5,4140.857106233889,4185.699481163195,-1.0713233267488302,True,True
