ticker,quarter,price,L0a,AISCm,GAIM
GOLD,2024Q4,2654.922279792746,45.77697625488428,45.3467993754879,23.212548286188202
GOLD,2025Q1,2896.1384820239678,43.70932754880694,38.71149425287356,18.789407663573428
GOLD,2025Q2,3296.103896103896,49.20731707317073,48.90937746256895,17.55531867665865
GOLD,2025Q3,3457.5866188769414,55.09605122732124,55.51810642709053,30.842961955151395
GOLD,2025Q4,4177.083333333333,54.97851671959649,62.150623441396505,30.87503338193787
GOLD,2026Q1,4822.192513368984,60.74432296047099,64.5804269476019,40.058544193112986
GOLD,2026Q2,4415.730337078652,55.005359056806,57.741984732824434,19.087854505860943
AEM,2021Q1,1794.625218688996,35.3889026397266,43.88800572324341,12.430995838608535
AEM,2021Q2,1827.8424435018771,36.03659150392591,43.26644489044359,17.54274671188781
AEM,2021Q3,1797.9742687515113,32.49984881754467,41.10038066699614,13.27160808234984
AEM,2021Q4,1809.4520320599809,28.92414037192821,37.218562312109796,7.69533948338727
AEM,2022Q1,1877.8015418762864,29.495838360859842,42.539188730142875,6.924019836486349
AEM,2022Q2,1864.9313886169298,40.54535151898198,44.984571214659965,17.456762296028923
AEM,2022Q3,1725.0911175723822,34.329970326409494,35.887444510385755,11.006151206794216
AEM,2022Q4,1728.051139431767,30.127422221537586,28.763682282875713,5.5532723090934635
AEM,2023Q1,1888.3079087508477,35.64188462241923,40.42285186719313,17.49109544201177
AEM,2023Q2,1973.5750679980624,33.35891837231954,41.730111073680774,18.496925648404346
AEM,2023Q3,1925.33480726417,27.275135469467315,37.15378772384188,14.505139027898077
AEM,2023Q4,1982.4131145891574,33.221176139470174,38.105736338700126,16.83371774031628
AEM,2024Q1,2058.4565611338435,36.95486023034926,42.18969579107748,20.413123600640414
AEM,2024Q2,2338.2610983379664,43.72442125881405,50.005583173285316,29.515250891723316
AEM,2024Q3,2485.9545343551054,44.82851645371632,48.26936767234128,29.37144631568177
AEM,2024Q4,2653.574606438098,48.14496886391078,50.67031479634654,29.770143168266895
AEM,2025Q1,2888.1139786349377,51.34546876482546,59.3160100781285,23.353230296080756
AEM,2025Q2,3283.422390430249,58.060209666044116,60.985829793524005,44.779902590724355
AEM,2025Q3,3470.860490258047,57.89682488346119,60.44208622462028,38.43798057585743
AEM,2025Q4,4140.857106233889,60.846242831559714,64.50010318426646,39.06738050428156
AEM,2026Q1,4858.22110742951,65.8650463401733,69.47442351415214,14.532813615264425
AEM,2026Q2,4478.097677452559,63.195939139477964,67.41920107401552,33.703144157814016
